nshot_prompt,noshot_prompt,context,answer,completion_0,completion_intervention_0,correct_0,correct_intervention_0,completion_1,completion_intervention_1,correct_1,correct_intervention_1,completion_2,completion_intervention_2,correct_2,correct_intervention_2,completion_3,completion_intervention_3,correct_3,correct_intervention_3,completion_4,completion_intervention_4,correct_4,correct_intervention_4,completion_5,completion_intervention_5,correct_5,correct_intervention_5,completion_6,completion_intervention_6,correct_6,correct_intervention_6,completion_7,completion_intervention_7,correct_7,correct_intervention_7,completion_8,completion_intervention_8,correct_8,correct_intervention_8,completion_9,completion_intervention_9,correct_9,correct_intervention_9,completion_10,completion_intervention_10,correct_10,correct_intervention_10,completion_11,completion_intervention_11,correct_11,correct_intervention_11,completion_12,completion_intervention_12,correct_12,correct_intervention_12,completion_13,completion_intervention_13,correct_13,correct_intervention_13,completion_14,completion_intervention_14,correct_14,correct_intervention_14,completion_15,completion_intervention_15,correct_15,correct_intervention_15,completion_16,completion_intervention_16,correct_16,correct_intervention_16,completion_17,completion_intervention_17,correct_17,correct_intervention_17,completion_18,completion_intervention_18,correct_18,correct_intervention_18,completion_19,completion_intervention_19,correct_19,correct_intervention_19,completion_20,completion_intervention_20,correct_20,correct_intervention_20,completion_21,completion_intervention_21,correct_21,correct_intervention_21,completion_22,completion_intervention_22,correct_22,correct_intervention_22,completion_23,completion_intervention_23,correct_23,correct_intervention_23,completion_24,completion_intervention_24,correct_24,correct_intervention_24,completion_25,completion_intervention_25,correct_25,correct_intervention_25,completion_26,completion_intervention_26,correct_26,correct_intervention_26,completion_27,completion_intervention_27,correct_27,correct_intervention_27,completion_28,completion_intervention_28,correct_28,correct_intervention_28,completion_29,completion_intervention_29,correct_29,correct_intervention_29,completion_30,completion_intervention_30,correct_30,correct_intervention_30,completion_31,completion_intervention_31,correct_31,correct_intervention_31
"Q: active
A: inert

Q: water
A: fire

Q: wild
A: tame

Q: dense
A: sparse

Q: withdrawal
A: deposit

Q: noble
A:","Q: noble
A:","Q: active
A: inert

Q: water
A: fire

Q: wild
A: tame

Q: dense
A: sparse

Q: withdrawal
A: deposit

",ignoble,Noble is,noble,False,False,Noble is,: : :,False,False,Noble is,I'm,False,False,Noble is,I think it,False,False,Noble is,noble,False,False,Noble is,no,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,nobel,False,False,Noble is,nobel,False,False,Noble is,noble,False,False,Noble is,Noble is,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,noble,False,False,Noble is,Noble is,False,False,Noble is,Noble is,False,False,Noble is,Noble is,False,False,Noble is,Noble is,False,False,Noble is,The word noble,False,False,Noble is,nobel,False,False
"Q: measurable
A: immeasurable

Q: ignore
A: mention

Q: tip
A: root

Q: molecular
A: atomic

Q: communal
A: individualistic

Q: minute
A:","Q: minute
A:","Q: measurable
A: immeasurable

Q: ignore
A: mention

Q: tip
A: root

Q: molecular
A: atomic

Q: communal
A: individualistic

",hour,1/,: : :,False,False,1/,: : :,False,False,1/,: : :,False,False,1/,10,False,False,1/,10,False,False,1/,10,False,False,1/,10,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,1/,False,False,1/,1/,False,False,1/,1/,False,False,1/,1/,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,minute,False,False,1/,1/,False,False,1/,1/,False,False,1/,1/,False,False,1/,1/,False,False,1/,1/,False,False,1/,1/,False,False
"Q: explicit
A: tacit

Q: disappearance
A: appearance

Q: beautiful
A: ugly

Q: complex
A: simplistic

Q: sudden
A: gradual

Q: folly
A:","Q: folly
A:","Q: explicit
A: tacit

Q: disappearance
A: appearance

Q: beautiful
A: ugly

Q: complex
A: simplistic

Q: sudden
A: gradual

",wisdom,The word fol,11,False,False,The word fol,10,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,foolish,False,False,The word fol,foolishness,False,False,The word fol,foolishness,False,False,The word fol,foolishness,False,False,The word fol,foolishness,False,False,The word fol,foolishness,False,False,The word fol,foolishness,False,False,The word fol,foolishness,False,False,The word fol,foolishness,False,False,The word fol,foolishness,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,folly,False,False,The word fol,a foolish,False,False,The word fol,1.,False,False
"Q: pastoral
A: urban

Q: moonlight
A: sunlight

Q: employer
A: employee

Q: leader
A: follower

Q: damn
A: bless

Q: lack
A:","Q: lack
A:","Q: pastoral
A: urban

Q: moonlight
A: sunlight

Q: employer
A: employee

Q: leader
A: follower

Q: damn
A: bless

",have,Lack is,: : :,False,False,Lack is,: : :,False,False,Lack is,I'm,False,False,Lack is,10,False,False,Lack is,1.,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,lack,False,False,Lack is,Lack is,False,False,Lack is,Lack is,False,False,Lack is,1.,False,False
"Q: deep
A: shallow

Q: bad
A: good

Q: monarch
A: commoner

Q: passive
A: active

Q: displeasure
A: pleasure

Q: ascent
A:","Q: ascent
A:","Q: deep
A: shallow

Q: bad
A: good

Q: monarch
A: commoner

Q: passive
A: active

Q: displeasure
A: pleasure

",descent,The ascent,: : :,False,False,The ascent,as:,False,False,The ascent,ascent,False,False,The ascent,ascent,False,False,The ascent,descent,False,True,The ascent,a,False,False,The ascent,10,False,False,The ascent,ascent,False,False,The ascent,ascent,False,False,The ascent,descent,False,True,The ascent,ascent,False,False,The ascent,descent,False,True,The ascent,descent,False,True,The ascent,descent,False,True,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,Ascent is,False,False,The ascent,Ascent is,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,ascend,False,False,The ascent,1.,False,False
"Q: original
A: copy

Q: free
A: expensive

Q: eliminate
A: create

Q: trivial
A: significant

Q: terminate
A: originate

Q: ally
A:","Q: ally
A:","Q: original
A: copy

Q: free
A: expensive

Q: eliminate
A: create

Q: trivial
A: significant

Q: terminate
A: originate

",opponent,Ally is,: : :,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,a:,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False,Ally is,ally,False,False
"Q: standard
A: variant

Q: survive
A: perish

Q: fortunate
A: unfortunate

Q: park
A: home

Q: major
A: minor

Q: dysfunctional
A:","Q: dysfunctional
A:","Q: standard
A: variant

Q: survive
A: perish

Q: fortunate
A: unfortunate

Q: park
A: home

Q: major
A: minor

",functional,Dysfunction,d:s,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,"The word """,False,False,Dysfunction,"The word """,False,False,Dysfunction,The word you,False,False,Dysfunction,The word d,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False,Dysfunction,dysfunction,False,False
"Q: irresponsible
A: responsible

Q: beg
A: end

Q: catchy
A: forgettable

Q: goofy
A: serious

Q: muddy
A: clean

Q: break
A:","Q: break
A:","Q: irresponsible
A: responsible

Q: beg
A: end

Q: catchy
A: forgettable

Q: goofy
A: serious

Q: muddy
A: clean

",mend,break is a,10,False,False,break is a,break,False,False,break is a,break,False,False,break is a,10,False,False,break is a,break,False,False,break is a,1,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break,False,False,break is a,break is a,False,False,break is a,break is a,False,False,break is a,break is a,False,False,break is a,break is a,False,False,break is a,break,False,False,break is a,break is a,False,False,break is a,break is a,False,False,break is a,1.,False,False
"Q: reactive
A: predictive

Q: impartial
A: biased

Q: normative
A: deviant

Q: legalize
A: criminalize

Q: infield
A: outfield

Q: fault
A:","Q: fault
A:","Q: reactive
A: predictive

Q: impartial
A: biased

Q: normative
A: deviant

Q: legalize
A: criminalize

Q: infield
A: outfield

",merit,The fault is,: : :,False,False,The fault is,10,False,False,The fault is,I'm,False,False,The fault is,I think it,False,False,The fault is,I'm,False,False,The fault is,fault,False,False,The fault is,fault,False,False,The fault is,fault,False,False,The fault is,fault,False,False,The fault is,fault,False,False,The fault is,fault,False,False,The fault is,fault,False,False,The fault is,fault,False,False,The fault is,fault,False,False,The fault is,The most common,False,False,The fault is,The most common,False,False,The fault is,The most common,False,False,The fault is,The most common,False,False,The fault is,The most common,False,False,The fault is,The most common,False,False,The fault is,The most common,False,False,The fault is,The most common,False,False,The fault is,The fault is,False,False,The fault is,The fault is,False,False,The fault is,The fault is,False,False,The fault is,The fault is,False,False,The fault is,The fault is,False,False,The fault is,The fault is,False,False,The fault is,The fault is,False,False,The fault is,The fault is,False,False,The fault is,The fault is,False,False,The fault is,1.,False,False
"Q: parallel
A: perpendicular

Q: involve
A: exclude

Q: unethical
A: ethical

Q: certainty
A: uncertainty

Q: extraordinary
A: mundane

Q: solder
A:","Q: solder
A:","Q: parallel
A: perpendicular

Q: involve
A: exclude

Q: unethical
A: ethical

Q: certainty
A: uncertainty

Q: extraordinary
A: mundane

",desolder,Solder is,10,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,solder,False,False,Solder is,The solder,False,False,Solder is,The solder,False,False,Solder is,The solder,False,False,Solder is,The solder,False,False,Solder is,The solder,False,False,Solder is,solder,False,False,Solder is,The solder,False,False,Solder is,The solder,False,False,Solder is,The solder,False,False,Solder is,The solder,False,False,Solder is,The solder,False,False,Solder is,Solder is,False,False,Solder is,Solder is,False,False,Solder is,Solder is,False,False,Solder is,Solder is,False,False,Solder is,Solder is,False,False,Solder is,1.,False,False
"Q: please
A: annoy

Q: synthetic
A: natural

Q: healthy
A: ill

Q: childish
A: mature

Q: similar
A: different

Q: armed
A:","Q: armed
A:","Q: please
A: annoy

Q: synthetic
A: natural

Q: healthy
A: ill

Q: childish
A: mature

Q: similar
A: different

",unarmed,Armed is,10,False,False,Armed is,: : :,False,False,Armed is,I'm,False,False,Armed is,10,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,"The word """,False,False,Armed is,"The word """,False,False,Armed is,"The word """,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,armed,False,False,Armed is,"The word """,False,False,Armed is,Armed is,False,False,Armed is,Armed is,False,False,Armed is,Armed is,False,False,Armed is,"The word """,False,False,Armed is,1.,False,False
"Q: object
A: subject

Q: tall
A: short

Q: everyday
A: occasional

Q: round
A: square

Q: reveal
A: hide

Q: impossible
A:","Q: impossible
A:","Q: object
A: subject

Q: tall
A: short

Q: everyday
A: occasional

Q: round
A: square

Q: reveal
A: hide

",possible,I don',10,False,False,I don',: : :,False,False,I don',I'm,False,False,I don',I’m,False,False,I don',I’m,False,False,I don',yes,False,False,I don',yes,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',I don',False,False,I don',I don',False,False,I don',I don',False,False,I don',impossible,False,False,I don',I don',False,False,I don',Impossible is,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',impossible,False,False,I don',I don',False,False,I don',impossible,False,False,I don',I'm,False,False,I don',1.,False,False
"Q: connected
A: disconnected

Q: furious
A: calm

Q: inaccessible
A: accessible

Q: unhappy
A: happy

Q: poverty
A: wealth

Q: upstream
A:","Q: upstream
A:","Q: connected
A: disconnected

Q: furious
A: calm

Q: inaccessible
A: accessible

Q: unhappy
A: happy

Q: poverty
A: wealth

",downstream,The upstream,:::::,False,False,The upstream,: : :,False,False,The upstream,10,False,False,The upstream,downstream,False,True,The upstream,downstream,False,True,The upstream,10,False,False,The upstream,downstream,False,True,The upstream,downstream,False,True,The upstream,downstream,False,True,The upstream,downstream,False,True,The upstream,downstream,False,True,The upstream,downstream,False,True,The upstream,downstream,False,True,The upstream,downstream,False,True,The upstream,upstream,False,False,The upstream,upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,The upstream,False,False,The upstream,upstream,False,False,The upstream,upstream,False,False,The upstream,10,False,False
"Q: basic
A: luxurious

Q: warm
A: cold

Q: naughty
A: nice

Q: simplicity
A: complexity

Q: punishment
A: reward

Q: conceal
A:","Q: conceal
A:","Q: basic
A: luxurious

Q: warm
A: cold

Q: naughty
A: nice

Q: simplicity
A: complexity

Q: punishment
A: reward

",reveal,conceal,: : :,False,False,conceal,10,False,False,conceal,: : :,False,False,conceal,10,False,False,conceal,conceal,False,False,conceal,a:,False,False,conceal,conceal,False,False,conceal,reveal,False,True,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,conceal,False,False,conceal,1.,False,False
"Q: tiny
A: colossal

Q: authentic
A: fake

Q: neoliberal
A: conservative

Q: legal
A: illegal

Q: complexity
A: simplicity

Q: demote
A:","Q: demote
A:","Q: tiny
A: colossal

Q: authentic
A: fake

Q: neoliberal
A: conservative

Q: legal
A: illegal

Q: complexity
A: simplicity

",promote,demote,: : :,False,False,demote,: : :,False,False,demote,1.,False,False,demote,1.,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,to reduce in,False,False,demote,to reduce in,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False,demote,demote,False,False
"Q: acceptable
A: unacceptable

Q: complimentary
A: derogatory

Q: coastal
A: inland

Q: employed
A: retired

Q: unconventional
A: conventional

Q: serious
A:","Q: serious
A:","Q: acceptable
A: unacceptable

Q: complimentary
A: derogatory

Q: coastal
A: inland

Q: employed
A: retired

Q: unconventional
A: conventional

",frivolous,I'm,: : :,False,False,I'm,serious,False,False,I'm,I'm,False,False,I'm,I’m,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,"yes, but",False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,serious,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,serious,False,False,I'm,serious,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,serious,False,False,I'm,I'm,False,False,I'm,1.,False,False
"Q: satisfaction
A: dissatisfaction

Q: inward
A: outward

Q: erase
A: draw

Q: descent
A: ascent

Q: mode
A: median

Q: reliant
A:","Q: reliant
A:","Q: satisfaction
A: dissatisfaction

Q: inward
A: outward

Q: erase
A: draw

Q: descent
A: ascent

Q: mode
A: median

",independent,Reliant,: : :,False,False,Reliant,: : :,False,False,Reliant,: : :,False,False,Reliant,1.,False,False,Reliant,dependent,False,False,Reliant,dependent,False,False,Reliant,yes,False,False,Reliant,yes,False,False,Reliant,reliable,False,False,Reliant,reliable,False,False,Reliant,reliable,False,False,Reliant,reliable,False,False,Reliant,reliable,False,False,Reliant,dependent,False,False,Reliant,unreli,False,False,Reliant,unreli,False,False,Reliant,unreli,False,False,Reliant,unreli,False,False,Reliant,I think it,False,False,Reliant,I'm,False,False,Reliant,unreli,False,False,Reliant,I think it,False,False,Reliant,I'm,False,False,Reliant,reliable,False,False,Reliant,reliant,False,False,Reliant,Reliant,False,False,Reliant,Reliant,False,False,Reliant,Reliant,False,False,Reliant,Reliant,False,False,Reliant,Reliant,False,False,Reliant,Reliant,False,False,Reliant,1.,False,False
"Q: unemotional
A: sentimental

Q: detriment
A: benefit

Q: misleading
A: informative

Q: mortality
A: immortality

Q: insignificant
A: considerable

Q: painful
A:","Q: painful
A:","Q: unemotional
A: sentimental

Q: detriment
A: benefit

Q: misleading
A: informative

Q: mortality
A: immortality

Q: insignificant
A: considerable

",pleasurable,I'm,:::::,False,False,I'm,: : :,False,False,I'm,: : :,False,False,I'm,: : :,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,painful,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,I'm,False,False,I'm,painful,False,False,I'm,I'm,False,False,I'm,Painful,False,False,I'm,I'm,False,False,I'm,I'm,False,False
"Q: repel
A: attract

Q: liabilities
A: assets

Q: incompetence
A: competence

Q: ambitious
A: unambitious

Q: south
A: north

Q: sleeping
A:","Q: sleeping
A:","Q: repel
A: attract

Q: liabilities
A: assets

Q: incompetence
A: competence

Q: ambitious
A: unambitious

Q: south
A: north

",awake,Sleeping,: : :,False,False,Sleeping,: : :,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,sleeping,False,False,Sleeping,Sleeping,False,False,Sleeping,Sleeping,False,False,Sleeping,Sleeping,False,False,Sleeping,Sleeping,False,False,Sleeping,Sleeping,False,False,Sleeping,1.,False,False
"Q: undo
A: do

Q: oppose
A: support

Q: contraction
A: expansion

Q: lose
A: win

Q: sweet
A: sour

Q: undersized
A:","Q: undersized
A:","Q: undo
A: do

Q: oppose
A: support

Q: contraction
A: expansion

Q: lose
A: win

Q: sweet
A: sour

",oversized,The undersized,: : :,False,False,The undersized,: : :,False,False,The undersized,10,False,False,The undersized,10,False,False,The undersized,10,False,False,The undersized,undersized,False,False,The undersized,undersized,False,False,The undersized,undersized,False,False,The undersized,undersized,False,False,The undersized,undersized,False,False,The undersized,undersized,False,False,The undersized,undersized,False,False,The undersized,undersized,False,False,The undersized,over,False,False,The undersized,"The word """,False,False,The undersized,I'm,False,False,The undersized,"yes, you",False,False,The undersized,"yes, you",False,False,The undersized,"yes, you",False,False,The undersized,The size of,False,False,The undersized,"yes, you",False,False,The undersized,The size of,False,False,The undersized,The size of,False,False,The undersized,"yes, you",False,False,The undersized,The undersized,False,False,The undersized,The undersized,False,False,The undersized,The undersized,False,False,The undersized,The undersized,False,False,The undersized,The undersized,False,False,The undersized,The undersized,False,False,The undersized,The undersized,False,False,The undersized,1.,False,False
"Q: special
A: ordinary

Q: stand
A: sit

Q: length
A: width

Q: uncover
A: cover

Q: real
A: imaginary

Q: smooth
A:","Q: smooth
A:","Q: special
A: ordinary

Q: stand
A: sit

Q: length
A: width

Q: uncover
A: cover

Q: real
A: imaginary

",rough,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,I think it,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,smooth,False,False,The smoothness,The smoothness,False,False,The smoothness,The smoothness,False,False,The smoothness,The smoothness,False,False,The smoothness,1.,False,False
"Q: saving
A: spending

Q: empty
A: fill

Q: unpaid
A: paid

Q: counterfeit
A: genuine

Q: worthy
A: unworthy

Q: breach
A:","Q: breach
A:","Q: saving
A: spending

Q: empty
A: fill

Q: unpaid
A: paid

Q: counterfeit
A: genuine

Q: worthy
A: unworthy

",comply,The breach,: : :,False,False,The breach,breach,False,False,The breach,1.,False,False,The breach,:,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,breach,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,"The word """,False,False,The breach,breach,False,False,The breach,1.,False,False
"Q: definite
A: indefinite

Q: immunity
A: susceptibility

Q: natural
A: artificial

Q: drowsy
A: alert

Q: prevent
A: cause

Q: terminal
A:","Q: terminal
A:","Q: definite
A: indefinite

Q: immunity
A: susceptibility

Q: natural
A: artificial

Q: drowsy
A: alert

Q: prevent
A: cause

",initial,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,The termination,False,False,terminal,The terminal is,False,False,terminal,The terminal is,False,False,terminal,The terminal is,False,False,terminal,The terminal is,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,terminal,False,False,terminal,The terminal is,False,False,terminal,The terminal is,False,False,terminal,The terminal is,False,False,terminal,The terminal is,False,False,terminal,The terminal is,False,False,terminal,1.,False,False
"Q: exclusive
A: inclusive

Q: incompetent
A: competent

Q: limited
A: widespread

Q: hold
A: release

Q: official
A: unofficial

Q: wet
A:","Q: wet
A:","Q: exclusive
A: inclusive

Q: incompetent
A: competent

Q: limited
A: widespread

Q: hold
A: release

Q: official
A: unofficial

",dry,Wet,10,False,False,Wet,: : :,False,False,Wet,I'm,False,False,Wet,10,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,wet,False,False,Wet,Wet,False,False,Wet,Wet,False,False,Wet,1.,False,False
