prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline,metricx_baseline,metricx_qe_baseline,commet_baseline
"Translate the following sentence from Japanese to English:
Q: 貨車道は板材を並行に並べて敷いただけのものでしたが、馬がそれを引くことで、当時のやや荒れた道路よりも大きな荷物を高速に輸送できました。
A:",貨車道は板材を並行に並べて敷いただけのものでしたが、馬がそれを引くことで、当時のやや荒れた道路よりも大きな荷物を高速に輸送できました。,"Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day.","The railroad was just a track of boards laid parallel to each other, but with horses pulling it, it was able to transport large loads at high speeds, faster than the somewhat rough roads of the time.",34.64226894921406,17.02602472176709,1.734375,1.8046875,0.9045897126197815
"Translate the following sentence from Japanese to English:
Q: 枕木は、線路を所定の位置に固定するためにかなり早い段階で導入されました。やがて、上部に鉄製の先端部を設けると効率がよいことが徐々にわかってきました。
A:",枕木は、線路を所定の位置に固定するためにかなり早い段階で導入されました。やがて、上部に鉄製の先端部を設けると効率がよいことが徐々にわかってきました。,"Crossties were introduced fairly early to hold the tracks in place. Gradually, however, it was realised that tracks would be more efficient if they had a stip of iron on the top.",枕木は、線路を所定の位置に固定するためにかなり早い段階で導入されました。やがて、上部に鉄製の先端部を設けると効率がよいことが徐々にわかってきました。,0.0,0.0,19.75,23.375,0.8666525483131409
"Translate the following sentence from Japanese to English:
Q: これが一般的になりましたが、鉄は馬車の木製車輪の摩耗が進む原因になりました。
A:",これが一般的になりましたが、鉄は馬車の木製車輪の摩耗が進む原因になりました。,"This became common practice, but the iron caused more wear on the wooden wheels of the wagons.","This has become common, but iron has become a cause of wear of wooden wheels of carriages.",40.905865656400515,20.287366424876,5.96875,4.5625,0.8510304689407349
"Translate the following sentence from Japanese to English:
Q: 最終的に、木製の車輪は鉄製の車輪に取って代わられました。1767年、総鉄製レールが初めて導入されました。
A:",最終的に、木製の車輪は鉄製の車輪に取って代わられました。1767年、総鉄製レールが初めて導入されました。,"Eventually, wooden wheels were replaced by iron wheels. In 1767, the first full-iron rails were introduced.","Eventually, wooden wheels were replaced by iron wheels. In 1767, the first all-iron rails were introduced.",94.4193687822661,90.25139799587889,0.41992188,0.34375,0.9999972581863403
"Translate the following sentence from Japanese to English:
Q: 最初に知られていた移動手段は歩行であり、人類の直立歩行は200万年前にホモ・エレクタス（「直立する人間」の意味）の出現時に始まりました。
A:",最初に知られていた移動手段は歩行であり、人類の直立歩行は200万年前にホモ・エレクタス（「直立する人間」の意味）の出現時に始まりました。,"The first known transportation was walking, humans began walking upright two million years ago with the emergence of Homo Erectus (meaning upright man).","The first known means of transportation was walking, and the upright walking of humans began with the appearance of Homo erectus (meaning ""upright human"") about 2 million years ago.",68.2889025671965,24.478520255992585,0.796875,1.2109375,0.9712797999382019
"Translate the following sentence from Japanese to English:
Q: 直接の祖先であるアウストラロピテクスには、一定時間以上の直立歩行を続ける習慣はありませんでした。
A:",直接の祖先であるアウストラロピテクスには、一定時間以上の直立歩行を続ける習慣はありませんでした。,"Their predecessors, the Australopithecus did not walk upright as habitually.",The direct ancestor of Australopithecus did not have the habit of walking upright for a certain period of time.,43.970403302545336,24.589975134639477,4.28125,3.015625,0.9619666337966919
"Translate the following sentence from Japanese to English:
Q: サヘラントロプスは700万年前に早くも二本足で歩いた可能性がありますが、二足歩行の特性は、390～420万年前のオーストラロピテクスの化石で確認されています。
A:",サヘラントロプスは700万年前に早くも二本足で歩いた可能性がありますが、二足歩行の特性は、390～420万年前のオーストラロピテクスの化石で確認されています。,"Bipedal specializations are found in Australopithecus fossils from 4.2-3.9 million years ago, although Sahelanthropus may have walked on two legs as early as seven million years ago.","The Sahelanthropus may have walked upright as early as 7 million years ago, but the characteristic of bipedalism was confirmed by the fossil of Australopithecus afarensis between 3.9 and 4.2 million years ago.",54.16761600948487,35.52528718625518,1.7109375,1.5390625,0.8521970510482788
"Translate the following sentence from Japanese to English:
Q: もっと環境に優しい生活を始めてもいいし、環境運動に参加してもいいし、将来の苦しみをある程度軽減するために活動家になってもいいのです。
A:",もっと環境に優しい生活を始めてもいいし、環境運動に参加してもいいし、将来の苦しみをある程度軽減するために活動家になってもいいのです。,"We can start living more friendly to the environment, we can join to the environmental movement, and we can even be activists in order to reduce the future suffering in some degree.","You could start living a more environmentally friendly life, join an environmental movement, or become an activist to help reduce the hardships of the future.",45.474129569529985,7.392693334831206,2.15625,1.1640625,0.9127410054206848
"Translate the following sentence from Japanese to English:
Q: 多くの場合、これは対症療法のようなものです。しかし、一時的な解決を求めるだけではなく、問題の根本原因を突き止め、それを不活性化させる必要があります。
A:",多くの場合、これは対症療法のようなものです。しかし、一時的な解決を求めるだけではなく、問題の根本原因を突き止め、それを不活性化させる必要があります。,"This is just like symptomatic treatment in many cases. However, if we do not only want a temporary solution, then we should find the root of the problems, and we should deactivate them.","In many cases, this is like a palliative treatment. However, it is not enough to just seek a temporary solution, but to find the root cause of the problem and inactivate it.",49.28468075694283,18.063507008129843,1.1875,1.4765625,0.9575090408325195
"Translate the following sentence from Japanese to English:
Q: 人類の科学技術の進歩によって世界は大きく変わり、過剰な人口と贅沢な生活が原因で問題が拡大したことは十分に明白な事実です。
A:",人類の科学技術の進歩によって世界は大きく変わり、過剰な人口と贅沢な生活が原因で問題が拡大したことは十分に明白な事実です。,"It is obvious enough that the world has changed much because of humankind's scientific and technological advancements, and problems have become greater because of overpopulation and mankind's extravagant lifestyle.","The world has changed greatly due to the advancement of human scientific and technological progress, and the fact that overpopulation and luxurious lifestyles have caused problems is a clear fact.",50.65886113617992,14.95479771476737,1.765625,1.390625,0.966927170753479
"Translate the following sentence from Japanese to English:
Q: 7月4日に議会で採択された後、ジョン・ハンコック大統領とチャールズ・トムソン長官が署名した手書きの草案が、数街区先のジョン・ダンラップ社の印刷所に送られました。
A:",7月4日に議会で採択された後、ジョン・ハンコック大統領とチャールズ・トムソン長官が署名した手書きの草案が、数街区先のジョン・ダンラップ社の印刷所に送られました。,"After its adoption by Congress on July 4, a handwritten draft signed by the President of Congress John Hancock and the Secretary Charles Thomson was then sent a few blocks away to the printing shop of John Dunlap.","After it was adopted by the Congress on July 4, the handwritten draft was sent to the printing office of John Dunlap Company, a few blocks away, by President John Hancock and Secretary Charles Thomson.",66.41233903621338,39.58452688739098,4.5,3.21875,0.7724776864051819
"Translate the following sentence from Japanese to English:
Q: 一晩で150～200枚が複製され、現在では「ダンラップ・ブロードサイド」と呼ばれています。
A:",一晩で150～200枚が複製され、現在では「ダンラップ・ブロードサイド」と呼ばれています。,"Through the night between 150 and 200 copies were made, now known as ""Dunlap broadsides"".","It is called ""Dunnap Broadside"" now, and 150 to 200 copies are reproduced in one night.",32.883513320798166,5.356850921756573,5.6875,4.46875,0.8909942507743835
"Translate the following sentence from Japanese to English:
Q: この文書の初の公開朗読は、7月8日に独立記念館の庭でジョン・ニクソンによって行われました。
A:",この文書の初の公開朗読は、7月8日に独立記念館の庭でジョン・ニクソンによって行われました。,The first public reading of the document was by John Nixon in the yard of Independence Hall on July 8.,The first public reading of this document was held in the garden of the Independence Memorial Hall on July 8th by John Nixon.,72.96074274398751,28.233882510707577,1.4765625,1.921875,0.9536854028701782
"Translate the following sentence from Japanese to English:
Q: 1通は7月6日にジョージ・ワシントンに送られ、7月9日にニューヨークで軍隊に向けて朗読されました。もう1通は8月10日にロンドンに届きました。
A:",1通は7月6日にジョージ・ワシントンに送られ、7月9日にニューヨークで軍隊に向けて朗読されました。もう1通は8月10日にロンドンに届きました。,"One was sent to George Washington on July 6, who had it read to his troops in New York on July 9. A copy reached London on August 10.",One letter was sent to George Washington on July 6th and read to the troops in New York on July 9th. Another letter was delivered to London on August 10th.,63.79844293639029,36.966653028794916,1.015625,0.703125,0.9681708812713623
"Translate the following sentence from Japanese to English:
Q: 現存することが知られている25枚のダンラップ・ブロードサイドは、現存する当該文献の最古の写しです。手書きによる原本は現存していません。
A:",現存することが知られている25枚のダンラップ・ブロードサイドは、現存する当該文献の最古の写しです。手書きによる原本は現存していません。,The 25 Dunlap broadsides still known to exist are the oldest surviving copies of the document. The original handwritten copy has not survived.,The 25 extant Dunlap broadsides are the oldest extant copies of the document. The original manuscript is not extant.,53.8529184829973,37.51353971073172,2.140625,2.375,0.890289306640625
"Translate the following sentence from Japanese to English:
Q: 今日、多くの古生物学者は、あるグループの恐竜が生き残り、現在も生きていると信じています。私たちはそれを鳥と呼んでいます。
A:",今日、多くの古生物学者は、あるグループの恐竜が生き残り、現在も生きていると信じています。私たちはそれを鳥と呼んでいます。,Many paleontologists today believe that one group of dinosaurs survived and is alive today. We call them birds.,"Today, many paleontologists believe that a group of dinosaurs survived and are still alive. We call them birds.",71.65199496674236,49.76448079808987,1.8671875,2.0625,0.9998607635498047
"Translate the following sentence from Japanese to English:
Q: 羽を持ち、空を飛べるので、恐竜だと思っていない人も大勢います。
A:",羽を持ち、空を飛べるので、恐竜だと思っていない人も大勢います。,Many people don't think about them as dinosaurs because they have feathers and can fly.,I don't think there are many people who think of them as dinosaurs because they have wings and can fly in the sky.,67.6110688543572,34.596676187661004,3.734375,2.890625,0.8025389909744263
"Translate the following sentence from Japanese to English:
Q: しかし、現在も鳥の外観は多くの点で恐竜に似ています。
A:",しかし、現在も鳥の外観は多くの点で恐竜に似ています。,But there are a lot of things about birds that still look like a dinosaur.,"However, the appearance of birds is still very similar to that of dinosaurs in many ways.",26.145579836125677,2.996515740268936,0.91796875,0.7578125,1.0
"Translate the following sentence from Japanese to English:
Q: 鱗と爪のついた足を持ち、卵胎生であり、ティラノサウルスのように後ろ脚2本で歩きます。
A:",鱗と爪のついた足を持ち、卵胎生であり、ティラノサウルスのように後ろ脚2本で歩きます。,"They have feet with scales and claws, they lay eggs, and they walk on their two back legs like a T-Rex.","It has feet with scales and claws, is oviparous, and walks on two hind legs like a Tyrannosaurus.",45.69112360631691,30.415716364678662,0.96484375,0.453125,0.8798272609710693
"Translate the following sentence from Japanese to English:
Q: 事実上、今日使用されているすべてのコンピュータは、2進数で符号化された情報の操作に基づいています。
A:",事実上、今日使用されているすべてのコンピュータは、2進数で符号化された情報の操作に基づいています。,Virtually all computers in use today are based on the manipulation of information which is coded in the form of binary numbers.,"In fact, all computers currently in use are based on the operation of information encoded in binary.",48.261434011161576,14.638698556178875,1.40625,0.82421875,0.7487796545028687
"Translate the following sentence from Japanese to English:
Q: 2進数は、2つの値 (0または1) のいずれかで表され、コンピュータ用語を使用するために、これらの数値は2進数またはビットと呼ばれます。
A:",2進数は、2つの値 (0または1) のいずれかで表され、コンピュータ用語を使用するために、これらの数値は2進数またはビットと呼ばれます。,"A binary number can have only one of two values, i.e. 0 or 1, and these numbers are referred to as binary digits - or bits, to use computer jargon.","Binary numbers are represented by two values (0 or 1), and in computer terminology, these numbers are called binary or bits.",42.56857002642275,6.001792489971317,2.09375,0.87109375,0.7897158861160278
"Translate the following sentence from Japanese to English:
Q: 内部中毒はすぐに明らかにならないことがあります。嘔吐などは一般的な症状であるため、直ちに診断を下すことはできません。
A:",内部中毒はすぐに明らかにならないことがあります。嘔吐などは一般的な症状であるため、直ちに診断を下すことはできません。,"Internal poisoning may not be immediately apparent. Symptoms, such as vomiting are sufficiently general that an immediate diagnosis cannot be made.","Internal poisoning is not always immediately apparent. Since vomiting is a common symptom, it is not possible to make a diagnosis immediately.",44.845375329158315,20.017135698909936,0.640625,0.59375,1.0
"Translate the following sentence from Japanese to English:
Q: 内部中毒の最も明らかな兆候は、薬剤や毒性のある家庭用化学薬品の容器が開いていることです。
A:",内部中毒の最も明らかな兆候は、薬剤や毒性のある家庭用化学薬品の容器が開いていることです。,The best indication of internal poisoning may be the presence of an open container of medication or toxic household chemicals.,The most obvious sign of internal poisoning is when the container of a drug or toxic household chemical is opened.,50.41373748128775,26.52838359746644,1.9609375,1.09375,0.9858725070953369
"Translate the following sentence from Japanese to English:
Q: 毒物のラベルを見て、その特定の毒物に関する応急処置の指示があるかどうかを確認してください。
A:",毒物のラベルを見て、その特定の毒物に関する応急処置の指示があるかどうかを確認してください。,Check the label for specific first aid instructions for that specific poison.,Look at the label of the poison and see if there is any instructions for first aid for that specific poison.,65.06341565981936,25.924945760983757,0.5625,0.55078125,0.9575890302658081
"Translate the following sentence from Japanese to English:
Q: 昆虫学者は、この昆虫群について昆虫という呼称を正式な意味で使用しています。
A:",昆虫学者は、この昆虫群について昆虫という呼称を正式な意味で使用しています。,The term bug is used by entomologists in a formal sense for this group of insects.,"Entomologists use the term ""insect"" in a formal sense to refer to this group of insects.",62.637602990208684,33.903873897946234,1.8125,0.96484375,0.9258753061294556
"Translate the following sentence from Japanese to English:
Q: この呼び名は、トコジラミが高い適応力を持って人に寄生する害虫として古代から寝床に蔓延っていたことに由来しています。
A:",この呼び名は、トコジラミが高い適応力を持って人に寄生する害虫として古代から寝床に蔓延っていたことに由来しています。,"This term derives from ancient familiarity with Bed-bugs, which are insects highly adapted to parasitize humans.",This name is derived from the fact that the bed bug has been rampant in beds since ancient times as a pest that has a high adaptability to humans.,28.495678701103728,2.9776653071789863,2.421875,2.375,0.973089337348938
"Translate the following sentence from Japanese to English:
Q: サシガメとトコジラミは、いずれも宿主の巣や住居で生活することに適応した留巣性です。
A:",サシガメとトコジラミは、いずれも宿主の巣や住居で生活することに適応した留巣性です。,"Both Assassin-bugs and Bed-bugs are nidicolous, adapted to living in nest or housing of their host.","The Japanese text is ""サシガメとトコジラミは、いずれも宿主の巣や住居で生活することに適応した留巣性です。""",3.3305957221440705,0.0,20.625,20.0,0.30341169238090515
"Translate the following sentence from Japanese to English:
Q: 米国では、多発性硬化症（MS）の既知の症例数が約40万人と言われ、若年者および中年者の代表的な神経疾患として知られています。
A:",米国では、多発性硬化症（MS）の既知の症例数が約40万人と言われ、若年者および中年者の代表的な神経疾患として知られています。,"Across the United States of America, there are approximately 400,000 known cases of Multiple Sclerosis (MS), leaving it as the leading neurological disease in younger and middle aged adults.","In the United States, the number of known cases of multiple sclerosis (MS) is estimated to be around 400,000, and it is known as a representative disease of the nervous system among young and middle-aged people.",41.07541707236694,11.171411352263535,2.046875,1.2265625,0.9903501272201538
"Translate the following sentence from Japanese to English:
Q: MSは、脳、脊髄、視神経からなる中枢神経系に影響を与える病気です。
A:",MSは、脳、脊髄、視神経からなる中枢神経系に影響を与える病気です。,"MS is a disease that affects the central nervous system, which is made up of the brain, the spinal cord and the optic nerve.","MS is a disease that affects the central nervous system, which consists of the brain, spinal cord, and optic nerves.",74.80661931079945,58.077081490161326,0.23046875,0.3515625,1.0
"Translate the following sentence from Japanese to English:
Q: 研究によると、女性が多発性硬化症（MS）を発症する確率は男性の倍であることがわかっています。
A:",研究によると、女性が多発性硬化症（MS）を発症する確率は男性の倍であることがわかっています。,Research has found that females are two times more likely to have MS then males.,"According to research, the likelihood of a woman developing multiple sclerosis (MS) is twice that of a man.",23.69900176909027,1.9011755113058344,1.0546875,0.98828125,1.0
"Translate the following sentence from Japanese to English:
Q: 子育てが親子どちらにとっても得にならないと判断する夫婦もいるでしょう。
A:",子育てが親子どちらにとっても得にならないと判断する夫婦もいるでしょう。,"A couple may decide it is not in their best interest, or in the interest of their child, to raise a baby.",Some couples may judge that child-rearing is not beneficial for either parent.,20.733967067251214,3.6609562488441947,3.09375,2.3125,0.931656539440155
"Translate the following sentence from Japanese to English:
Q: このようなご夫婦は、その赤ちゃんのために養子縁組制度を利用できます。
A:",このようなご夫婦は、その赤ちゃんのために養子縁組制度を利用できます。,These couples may choose to make an adoption plan for their baby.,This kind of couple can use the adoption system for their baby.,42.43833199462461,19.684661233415397,1.9609375,2.203125,0.9875723123550415
"Translate the following sentence from Japanese to English:
Q: 養子縁組では、実父母は親権を失い、別の夫婦がその子の親になることができます。
A:",養子縁組では、実父母は親権を失い、別の夫婦がその子の親になることができます。,"In an adoption, the birth parents terminate their parental rights so that another couple may parent the child.","In adoption, the biological parents lose their parental rights and another couple can become the child's parents.",57.13517016301341,24.76980256562108,0.29882812,0.37304688,1.0
"Translate the following sentence from Japanese to English:
Q: 科学の主な目的は、科学的方法によって世界の仕組みを解明することです。実際、この方法はほとんどの科学研究の指針となっています。
A:",科学の主な目的は、科学的方法によって世界の仕組みを解明することです。実際、この方法はほとんどの科学研究の指針となっています。,Science’s main goal is to figure out the way the world works through the scientific method. This method in fact guides most scientific research.,"The main purpose of science is to elucidate the workings of the world through scientific methods. In fact, this method is the guideline for most scientific research.",53.898919074602944,10.471800982955518,0.34960938,0.37304688,0.993742823600769
"Translate the following sentence from Japanese to English:
Q: しかし、それだけではありません。実験とは、可能性のある仮説の1つ以上を排除するために使用される試験のことで、質問をしたり観察をしたりすることも科学研究の指針となります。
A:",しかし、それだけではありません。実験とは、可能性のある仮説の1つ以上を排除するために使用される試験のことで、質問をしたり観察をしたりすることも科学研究の指針となります。,"It isn’t alone though, experimentation, and an experiment is a test that is used to eliminate one or more of the possible hypotheses, asking questions, and making observations also guide scientific research.","However, that's not all. Experiments are tests used to eliminate one or more possible hypotheses, and asking questions and observing are also guidelines for scientific research.",54.5804184090705,26.581185100139407,1.6484375,0.8828125,0.9899148941040039
"Translate the following sentence from Japanese to English:
Q: 自然主義者や哲学者たちは、古典書、特にラテン語で書かれた聖書に注目していました。
A:",自然主義者や哲学者たちは、古典書、特にラテン語で書かれた聖書に注目していました。,"Naturalists and philosophers focused on classical texts and, in particular, on the Bible in Latin.","Naturalists and philosophers were paying attention to classical works, especially the Bible written in Latin.",52.2210372217445,29.359897366810564,1.15625,1.09375,0.9215496778488159
"Translate the following sentence from Japanese to English:
Q: 受け入れられたのは、心理学を含む科学のあらゆる事項に関するアリストテレスの見解でした。
A:",受け入れられたのは、心理学を含む科学のあらゆる事項に関するアリストテレスの見解でした。,"Accepted were Aristotle's views on all matters of science, including psychology.","Aristotle's views on all matters of science, including psychology, were accepted.",87.88763960253914,72.34733094313972,0.5625,0.76171875,1.0
"Translate the following sentence from Japanese to English:
Q: ギリシャの知識が衰退するにつれて、西洋諸国はギリシャの哲学や科学のルーツから切り離されていることに気づきました。
A:",ギリシャの知識が衰退するにつれて、西洋諸国はギリシャの哲学や科学のルーツから切り離されていることに気づきました。,"As knowledge of Greek declined, the West found itself cut off from its Greek philosophical and scientific roots.","As Greek knowledge declined, Western countries began to realize that they were cut off from the roots of Greek philosophy and science.",51.13900727850591,17.21916742076807,1.3515625,0.8515625,0.9930312633514404
"Translate the following sentence from Japanese to English:
Q: 生理学や行動で観察されるリズムの多くは、内因性周期の存在と体内時計を通して刻まれるしくみに決定的に依存していることが多いのです。
A:",生理学や行動で観察されるリズムの多くは、内因性周期の存在と体内時計を通して刻まれるしくみに決定的に依存していることが多いのです。,Many observed rhythms in physiology and behavior often crucially depend on the presence of endogenous cycles and their production through biological clocks.,Many rhythms observed in physiology and behavior are determined by the existence of an endogenous cycle and the timing mechanism through the internal clock.,47.06816772240812,23.13518119743583,1.328125,1.1875,0.9465397596359253
"Translate the following sentence from Japanese to English:
Q: 周期的リズムは、単に外部からの周期的な合図への応答ではなく、細菌、真菌、植物、動物を含むほとんどの生物について記録されています。
A:",周期的リズムは、単に外部からの周期的な合図への応答ではなく、細菌、真菌、植物、動物を含むほとんどの生物について記録されています。,"Periodic rhythms, which are not simply responses to external periodic cues, have been documented for most living beings, including bacteria, fungi, plants, and animals.","Periodic rhythms are not just a response to periodic signals from the outside, but are recorded for most organisms, including bacteria, fungi, plants, and animals.",56.98013207681174,43.573107875383045,0.859375,0.7734375,0.9032257795333862
"Translate the following sentence from Japanese to English:
Q: 体内時計は、外部からの合図がなくても、一定期間、自由に循環し続ける自立的発振器です。
A:",体内時計は、外部からの合図がなくても、一定期間、自由に循環し続ける自立的発振器です。,Biological clocks are self sustaining oscillators which will continue a period of free-running cycling even in the absence of external cues.,The internal clock is a self-oscillating device that circulates freely for a certain period of time without any external signals.,28.32979827216231,3.6404322566257323,2.71875,1.3203125,0.8936339616775513
"Translate the following sentence from Japanese to English:
Q: ハーシーとチェイスの実験は、DNAが遺伝物質であることを示唆する有力な実験の1つでした。
A:",ハーシーとチェイスの実験は、DNAが遺伝物質であることを示唆する有力な実験の1つでした。,The Hershey and Chase experiment was one of the leading suggestions that DNA was a genetic material.,Hershey and Chase's experiment was one of the most influential experiments that suggested that DNA is the genetic material.,63.90386874368351,32.36222725384698,0.88671875,0.7578125,0.9784893989562988
"Translate the following sentence from Japanese to English:
Q: ハーシーとチェイスはファージ（ウイルス）を使い、そのDNAをバクテリアに移植しました。
A:",ハーシーとチェイスはファージ（ウイルス）を使い、そのDNAをバクテリアに移植しました。,"Hershey and Chase used phages, or viruses, to implant their own DNA into a bacterium.",Hershey and Chase used bacteriophages to transfer their DNA to bacteria.,42.93450250514586,23.134420800014095,0.7265625,0.75390625,0.8521589040756226
"Translate the following sentence from Japanese to English:
Q: 彼らは2つの実験を試み、1つはファージのDNAに放射性のリンで印をつける実験、もう1つはファージのタンパク質に放射性の硫黄で印をつける実験でした。
A:",彼らは2つの実験を試み、1つはファージのDNAに放射性のリンで印をつける実験、もう1つはファージのタンパク質に放射性の硫黄で印をつける実験でした。,They did two experiments marking either the DNA in the phage with a radioactive phosphorus or the protein of the phage with radioactive sulfur.,"They tried two experiments, one was an experiment to mark the DNA of the phage with radioactive phosphorus, and the other was an experiment to mark the protein of the phage with radioactive sulfur.",68.46315529451164,43.17878096793003,0.58984375,0.78125,0.9381128549575806
"Translate the following sentence from Japanese to English:
Q: 突然変異は、変異の種類、影響を受けた遺伝物質の欠片の意義、影響を受けた細胞が生殖細胞であるかどうかによって、さまざまな異なる影響を生む可能性があります。
A:",突然変異は、変異の種類、影響を受けた遺伝物質の欠片の意義、影響を受けた細胞が生殖細胞であるかどうかによって、さまざまな異なる影響を生む可能性があります。,"Mutations can have a variety of different effects depending on the type of mutation, the significance of the piece of genetic material affected and whether the cells affected are germ-line cells.","Mutations can have a variety of different effects depending on the type of mutation, the size of the fragment of DNA affected, and whether the affected cell is a germ cell.",66.9670129843014,54.29846283279018,2.3125,1.5546875,0.8542451858520508
"Translate the following sentence from Japanese to English:
Q: 生殖細胞に生じた突然変異だけは子に受け継がれ、他の部位に生じた突然変異は細胞死や癌の原因になる可能性があります。
A:",生殖細胞に生じた突然変異だけは子に受け継がれ、他の部位に生じた突然変異は細胞死や癌の原因になる可能性があります。,"Only mutations in germ-line cells can be passed on to children, while mutations elsewhere can cause cell-death or cancer.","Mutations that occur in gametes are inherited by offspring, while mutations that occur in other parts of the body may cause cell death or cancer.",39.322013388804365,11.9159749312327,1.1015625,0.765625,0.9655132293701172
"Translate the following sentence from Japanese to English:
Q: 自然との触れあいを重視した観光は、野生の動植物を含めた景観を楽しむ目的で自然地域を訪れることに興味を持つ人々を魅了しています。
A:",自然との触れあいを重視した観光は、野生の動植物を含めた景観を楽しむ目的で自然地域を訪れることに興味を持つ人々を魅了しています。,"Nature-based tourism attracts people interested in visiting natural areas for the purpose of enjoying the scenery, including plant and animal wildlife.","Tourism that emphasizes contact with nature attracts people who are interested in visiting natural areas for the purpose of enjoying the scenery, including wild animals and plants.",74.23397243078908,54.90069299667922,1.65625,1.3203125,0.9917587041854858
"Translate the following sentence from Japanese to English:
Q: 現地での活動の例としては、狩猟、釣り、写真撮影、バードウォッチング、公園の見学や生態系に関する情報調査などが挙げられます。
A:",現地での活動の例としては、狩猟、釣り、写真撮影、バードウォッチング、公園の見学や生態系に関する情報調査などが挙げられます。,"Examples of on-site activities include hunting, fishing, photography, bird watching, and visiting parks and studying information about the ecosystem.","Examples of activities in the local area include hunting, fishing, photography, bird watching, visiting parks and conducting surveys on ecosystems.",67.45529288643687,50.44469623972309,0.93359375,0.671875,0.9710434675216675
"Translate the following sentence from Japanese to English:
Q: 例としては、ボルネオ島のオランウータンに会いに行き、写真を撮ったり、学んだりすることが挙げられます。
A:",例としては、ボルネオ島のオランウータンに会いに行き、写真を撮ったり、学んだりすることが挙げられます。,"An example is visiting, photographing, and learning about organgatuangs in Borneo.","For example, you can go to Borneo to see orangutans, take pictures, and learn.",29.566715472433604,5.908002399935303,3.140625,1.9609375,0.9438639879226685
"Translate the following sentence from Japanese to English:
Q: 毎朝、小さな田舎町を出発して職場に向かう人々は、自分たちの出発地付近に職場がある人たちとすれ違います。
A:",毎朝、小さな田舎町を出発して職場に向かう人々は、自分たちの出発地付近に職場がある人たちとすれ違います。,"Every morning, people leave small country towns in cars to go their workplace and are passed by others whose work destination is the place they have just left.","Every morning, people who leave a small village and go to work meet people who have their workplace near their departure point.",38.33768455686918,12.56350212118379,3.625,1.90625,0.8670539259910583
"Translate the following sentence from Japanese to English:
Q: このダイナミックな往復輸送においては、誰もが自家用車をベースにした輸送系と何らかの形でつながり、それを支えています。
A:",このダイナミックな往復輸送においては、誰もが自家用車をベースにした輸送系と何らかの形でつながり、それを支えています。,"In this dynamic transport shuttle everyone is somehow connected with, and supporting, a transport system based on private cars.","In this dynamic round-trip transportation, everyone is connected in some way to a transportation system based on a private car and supports it.",57.855747652277834,14.466558206442299,4.5625,4.21875,0.8754856586456299
"Translate the following sentence from Japanese to English:
Q: 科学は今、この大規模な炭素経済によって、過去200万年間にわたって人間の進化を支えてきたその安定した状態の1つから生物圏を外したことを示しています。
A:",科学は今、この大規模な炭素経済によって、過去200万年間にわたって人間の進化を支えてきたその安定した状態の1つから生物圏を外したことを示しています。,Science now indicates that this massive carbon economy has dislodged the biosphere from one of its stable states that has supported human evolution for the past two million years.,"Science is now showing that the large-scale carbon economy has taken the biosphere out of its stable state, which has supported human evolution for the past 2 million years.",63.37250344221352,30.648595997659086,2.25,2.625,0.8730409145355225
"Translate the following sentence from Japanese to English:
Q: 社会生活を営む人は誰でも交通機関を利用します。そのほとんど全員が交通システムに不満を抱いています。
A:",社会生活を営む人は誰でも交通機関を利用します。そのほとんど全員が交通システムに不満を抱いています。,Everyone participates in society and uses transportation systems. Almost everyone complains about transportation systems.,Everyone who engages in social life uses transportation. Most of them have complaints about the transportation system.,49.36521953821341,9.38687499151236,1.3671875,1.5703125,0.971389889717102
"Translate the following sentence from Japanese to English:
Q: 先進国では、水質や橋の倒壊などの苦情はほとんど聞きません。
A:",先進国では、水質や橋の倒壊などの苦情はほとんど聞きません。,In developed countries you seldom hear similar levels of complaints about water quality or bridges falling down.,"In advanced countries, complaints about water quality and bridge collapses are almost unheard of.",44.22772658029,17.070746763295944,1.703125,1.2421875,0.998225212097168
"Translate the following sentence from Japanese to English:
Q: なぜ、交通機関はこのような苦情を生み、日常的に故障するのでしょうか。交通機関の技術者が無能なだけなのでしょうか。それとももっと根本的な問題があるのでしょうか。
A:",なぜ、交通機関はこのような苦情を生み、日常的に故障するのでしょうか。交通機関の技術者が無能なだけなのでしょうか。それとももっと根本的な問題があるのでしょうか。,"Why do transportation systems engender such complaints, why do they fail on a daily basis? Are transportation engineers just incompetent? Or is something more fundamental going on?",Why do transportation systems cause such complaints and malfunction on a daily basis? Is it because the transportation system engineers are incompetent? Or is there a more fundamental problem?,61.163223339334834,36.757506054775185,0.55859375,0.49414062,0.9562666416168213
"Translate the following sentence from Japanese to English:
Q: 交通流研究とは、2点間にいる個々の運転手と車両の動きとそれらの相互作用の研究です。
A:",交通流研究とは、2点間にいる個々の運転手と車両の動きとそれらの相互作用の研究です。,Traffic Flow is the study of the movement of individual drivers and vehicles between two points and the interactions they make with one another.,Traffic flow research is the study of the individual drivers and vehicles between two points and their interactions.,65.52131190252601,42.92416987870841,0.56640625,0.609375,0.8905950784683228
