prompt,query,reference,generation_baseline,chrf_baseline,bleu_baseline
"Translate the following sentence from English to Russian:
Q: Our foster care system is supposed to provide safe homes, loving caregivers, stable education, and reliable health care.
A:","Our foster care system is supposed to provide safe homes, loving caregivers, stable education, and reliable health care.","Наша система опеки должна предоставлять безопасное жильё, любящих опекунов, стабильное образование и надёжное здравоохранение.","Наши системы усыновления должны обеспечивать безопасные дома, любящие ухаживатели, стабильное образование и надежное медицинское обслуживание.",42.145440734263936,15.53013569656491
"Translate the following sentence from English to Russian:
Q: Foster care is supposed to provide all the necessities that were lacking in the home they were previously taken from.
A:",Foster care is supposed to provide all the necessities that were lacking in the home they were previously taken from.,"Патронажное воспитание должно обеспечить все нужды, которых не хватало в доме, откуда их ранее забрали.","Усыновление должно обеспечивать все необходимые вещи, которые были недостаточно в доме, из которого они были увезены.",35.74010508604957,5.71343744737714
"Translate the following sentence from English to Russian:
Q: The Internet combines elements of both mass and interpersonal communication.
A:",The Internet combines elements of both mass and interpersonal communication.,"Интернет сочетает в себе элементы как массовых, так и межличностных коммуникаций.",Интернет объединяет элементы массовой и персональной коммуникации.,33.51287964263096,5.822567626757089
"Translate the following sentence from English to Russian:
Q: The distinct characteristics of the Internet lead to additional dimensions in terms of the uses and gratifications approach.
A:",The distinct characteristics of the Internet lead to additional dimensions in terms of the uses and gratifications approach.,Отличительные особенности Интернета приводят к дополнительным масштабам с точки зрения подхода использования и удовлетворения.,Distinct characteristics of the Internet lead to additional dimensions in terms of the uses and gratifications approach.,0.9149062221122334,1.2252821950931354
"Translate the following sentence from English to Russian:
Q: For example, “learning” and “socialization” are suggested as important motivations for Internet use (James et al., 1995).
A:","For example, “learning” and “socialization” are suggested as important motivations for Internet use (James et al., 1995).","Так, высказана мысль о том, что ""обучение"" и ""социализация""  являются важными мотивирующими факторами для использования интернета (James et al., 1995)","Например, ""обучение"" и ""социализация"" предлагают как важные мотивы использования Интернета (James et al., 1995).",49.49196213922066,33.38494513181966
"Translate the following sentence from English to Russian:
Q: “Personal involvement” and “continuing relationships” were also identified as new motivation aspects by Eighmey and McCord (1998) when they investigated audience reactions to websites.
A:",“Personal involvement” and “continuing relationships” were also identified as new motivation aspects by Eighmey and McCord (1998) when they investigated audience reactions to websites.,"""Персональное участие"" и ""долгосрочные контакты"" были также названы Эймми и МакКордом (1998) новыми гранями мотивации, когда они изучали, как люди реагируют на веб-сайты.","""Личная вовлеченность"" и ""продолжающие отношения"" также были выявлены как новые аспекты мотивации Eighmey и McCord (1998) при изучении реакций аудитории на сайты.",27.993357680499436,5.095039319326018
"Translate the following sentence from English to Russian:
Q: The use of video recording has led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.
A:","The use of video recording has led to important discoveries in the interpretation of micro-expressions, facial movements which last a few milliseconds.",Использование видеозаписи привело к важным открытиям в сфере интерпретации микровыражений  — движений лица длительностью несколько миллисекунд.,"Использование видеорегистрации привело к важным открытиям в интерпретации микропремодуляций, мимических движений, которые существуют всего несколько миллисекунд.",60.689369263850345,43.77225752174692
"Translate the following sentence from English to Russian:
Q: In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.
A:","In particular, it is claimed that one can detect whether a person is lying by interpreting micro-expressions correctly.","В частности, утверждается, что можно определить, лжет ли человек, при помощи правильной интерпретации его микровыражений.","В частности, утверждается, что можно определить, является ли человек лжецом, если правильно интерпретировать микроязыки.",62.612574175348676,42.00656984932418
"Translate the following sentence from English to Russian:
Q: Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.
A:","Oliver Sacks, in his paper The President's Speech, indicated how people who are unable to understand speech because of brain damage are nevertheless able to assess sincerity accurately.","В статье ""Речь президента"" Оливер Сакс описал, как люди, которые из-за повреждения мозга неспособны понимать речь, тем не менее могут правильно оценить искренность говорящего.","Оливер Сакс, в своей статье ""Доклад президента"", указал, как люди, не способные понимать речь из-за повреждения мозга, но способные оценивать искренность точно.",52.769799958644526,38.89585429459996
"Translate the following sentence from English to Russian:
Q: He even suggests that such abilities in interpreting human behavior may be shared by animals such as domestic dogs.
A:",He even suggests that such abilities in interpreting human behavior may be shared by animals such as domestic dogs.,"Согласно его предположению, подобными способностями по толкованию поведения человека могут обладать животные, например, домашние собаки.","Он даже предполагает, что такие способности в интерпретации поведения человека могут быть обнаружены у животных, таких как домашние собаки.",43.691993688334044,19.547215688069816
"Translate the following sentence from English to Russian:
Q: Twentieth century research has shown that there are two pools of genetic variation: hidden and expressed.
A:",Twentieth century research has shown that there are two pools of genetic variation: hidden and expressed.,"Исследования, которые проводились в двадцатом веке, показали, что существует два вида генетической вариативности: скрытая и выраженная.","Двадцатый век исследований показал, что существует два ряда генетической вариации: скрытой и выразительной.",45.035531913769326,21.69037668024518
"Translate the following sentence from English to Russian:
Q: Mutation adds new genetic variation, and selection removes it from the pool of expressed variation.
A:","Mutation adds new genetic variation, and selection removes it from the pool of expressed variation.","Мутация вносит новую генетическую вариацию, в то время как отбор убирает её из набора проявляющихся вариаций.","Мутация добавляет новую генетическую вариацию, а отбор удаляет ее из пула выраженной вариации.",43.7381200245597,31.172222599669546
"Translate the following sentence from English to Russian:
Q: Segregation and recombination shuffle variation back and forth between the two pools with each generation.
A:",Segregation and recombination shuffle variation back and forth between the two pools with each generation.,Сегрегация и рекомбинация с каждым поколением тасуют вариации между двумя пулами.,Разделение и рекомбинация перемешивают вариацию между двумя пулами с каждой генерации.,52.66510244792422,32.16397363858737
"Translate the following sentence from English to Russian:
Q: Out on the savanna, it is hard for a primate with a digestive system like that of humans to satisfy its amino-acid requirements from available plant resources.
A:","Out on the savanna, it is hard for a primate with a digestive system like that of humans to satisfy its amino-acid requirements from available plant resources.","В саванне приматам с такой пищеварительной системой, как у человека, трудно удовлетворить свои потребности в аминокислотах за счёт имеющихся растительных ресурсов.","На саванне для приматов с таким же пищеварительным трактом, как у человека, сложно удовлетворить свои потребности в аминокислотах из доступных растительных ресурсов.",64.2920360567222,47.77574627964952
"Translate the following sentence from English to Russian:
Q: Moreover, failure to do so has serious consequences: growth depression, malnutrition, and ultimately death.
A:","Moreover, failure to do so has serious consequences: growth depression, malnutrition, and ultimately death.","Более того, невыполнение этого приведёт к таким серьёзным последствиям, как замедление роста, недоедание и, в конечном счёте, смерть.","Кроме того, несвоевременное выполнение этого требования может иметь серьезные последствия: замедление роста, недостаток питания и, в конечном итоге, смерть.",53.93139087453961,23.397655878877558
"Translate the following sentence from English to Russian:
Q: The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.
A:","The most readily accessible plant resources would have been the proteins accessible in leaves and legumes, but these are hard for primates like us to digest unless they are cooked.","Наиболее доступными растительными ресурсами были бы белки, находящиеся в листьях и бобовых, но они плохо усваиваются такими приматами, как мы, если их не готовить.","Наиболее доступные растительные ресурсы были белками, доступными в листьях и сочных злаках, но эти белки трудно переварить для приматов, таких как мы, если они не обжарены.",44.840343305132244,21.1190617557959
"Translate the following sentence from English to Russian:
Q: In contrast, animal foods (ants, termites, eggs) not only are easily digestible, but they provide high-quantity proteins that contain all the essential amino acids.
A:","In contrast, animal foods (ants, termites, eggs) not only are easily digestible, but they provide high-quantity proteins that contain all the essential amino acids.","Напротив, еда животного происхождения (муравьи, термиты, яйца) является не только легкоусвояемой, но и представляет собой богатый источник белков,  содержащих все основные аминокислоты.","В отличие от растительных продуктов (червей, термитов, яиц), которые не только легко перевариваются, но и обеспечивают высокое количество белков, содержащих все необходимые аминокислоты.",39.26338893310173,21.72317614852333
"Translate the following sentence from English to Russian:
Q: All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today.
A:","All things considered, we should not be surprised if our own ancestors solved their ""protein problem"" in somewhat the same way that chimps on the savanna do today.","Принимая во внимание все вышесказанное, не стоит удивляться тому, что наши предки решили ""белковую проблему"" примерно так же, как ее решают шимпанзе в саванне по сей день.","Всё-таки, мы не должны удивляться, если наши предки, решив свои ""проблему белков"", сделали это примерно так же, как и обезьяны на пустыне сегодня.",35.073941455135184,14.464193611315334
"Translate the following sentence from English to Russian:
Q: Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).
A:",Sleep interruption is the process of purposefully awakening during your normal sleep period and falling asleep a short time later (10–60 minutes).,Прерывание сна — это процесс целенаправленного пробуждения во время обычного сна и повторного засыпания через короткое время (10–60 минут).,Сонное нарушение — это процесс преднамеренного пробуждения во время вашего нормального периода сна и быстрого засыпания через короткое время (10–60 минут).,66.54365792802858,51.53414779780119
"Translate the following sentence from English to Russian:
Q: This can be easily done by using a relatively quiet alarm clock to bring you to consciousness without fully waking you.
A:",This can be easily done by using a relatively quiet alarm clock to bring you to consciousness without fully waking you.,"Это можно легко сделать при помощи относительно тихого будильника, чтобы привести вас в сознание и при этом не разбудить полностью.","Это можно легко сделать, используя относительно тихий будильник, чтобы проснуть вас без полного просыпания.",44.26558299432336,16.410487049406747
"Translate the following sentence from English to Russian:
Q: If you find yourself resetting the clock in your sleep, it can be placed on the other side of the room, forcing you to get out of bed to turn it off.
A:","If you find yourself resetting the clock in your sleep, it can be placed on the other side of the room, forcing you to get out of bed to turn it off.","Если вы обнаружите, что переустанавливаете будильник во сне, то его можно поставить на другую сторону комнаты, что заставит вас встать с кровати, чтобы выключить его.","Если вы обнаруживаете, что вы переключаете часы во сне, их можно поставить на другую сторону комнаты, что заставит вас выйти из постели, чтобы отключить их.",61.347363569013424,42.1995217964744
"Translate the following sentence from English to Russian:
Q: Other biorhythm-based options involve drinking lots of fluid (particularly water or tea, a known diuretic) prior to sleep, forcing one to get up to urinate.
A:","Other biorhythm-based options involve drinking lots of fluid (particularly water or tea, a known diuretic) prior to sleep, forcing one to get up to urinate.","Прочие варианты, которые основаны на биологических ритмах, включают в себя прием жидкости в больших количествах (в частности, воды или чая, известного мочегонного средства) перед сном, что заставляет человека вставать, чтобы помочиться.","Другие варианты биоритмов основаны на употреблении большого количества жидкости (особенно воды или чая, известного диуретика) перед сном, что требует человека вставать, чтобы выйти и напоить себя.",48.34271943468932,27.491140854391116
"Translate the following sentence from English to Russian:
Q: The amount of inner peace a person possesses correlates oppositely to the amount of tension in one’s body and spirit.
A:",The amount of inner peace a person possesses correlates oppositely to the amount of tension in one’s body and spirit.,Количество внутреннего покоя человека обратно пропорционально количеству напряжения в его теле и душе.,"Количество внутренней спокойствия, которое человек обладает, коррелирует противоположно количеству напряжения в теле и духе человека.",52.679748354326236,19.963856196596687
"Translate the following sentence from English to Russian:
Q: The lower the tension, the more positive the life force present. Every person has the potential to find absolute peace and contentment.
A:","The lower the tension, the more positive the life force present. Every person has the potential to find absolute peace and contentment.","Чем ниже напряжение, тем более позитивна присутствующая в вас жизненная сила. Каждому человеку потенциально дано обрести абсолютные покой и чувство удовлетворения.",Низкая напряженность приводит к большему положительному жизненному потоку. Каждый человек обладает возможностью найти абсолютную спокойствие и удовлетворение.,31.45749395900222,7.477912603899686
"Translate the following sentence from English to Russian:
Q: Everyone can achieve enlightenment. The only thing standing in the way of this goal is our own tension and negativity.
A:",Everyone can achieve enlightenment. The only thing standing in the way of this goal is our own tension and negativity.,"Каждый может достичь просветления. Единственное, что стоит на пути к этой цели, – это наша собственная напряженность и негативный настрой.","Каждый может достичь просветления. Единственное, что стоит на пути к этому, — это наша собственная напряженность и негативность.",82.29724835615228,71.48450368920693
"Translate the following sentence from English to Russian:
Q: The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.
A:","The Tibetan Buddhism is based on the teachings of Buddha, but were extended by the mahayana path of love and by a lot of techniques from Indian Yoga.","Тибетский буддизм основан на учениях Будды, но был дополнен махаянским путем любви и множеством техник индийской йоги.","Тибетская буддизм основан на учениях Будды, но был расширен путем любви по пути махаяны и многочисленными техниками из индийской йоги.",64.68348207206789,49.657174100526866
"Translate the following sentence from English to Russian:
Q: In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.
A:","In principle the Tibetan Buddhism is very simple. It consists of Kundalini Yoga, meditation and the path of all-embracing love.","Принцип тибетского буддизма очень прост. Он состоит из кундалини-йоги, медитации и пути всепоглощающей любви.","В принципе, буддизм тибетский очень прост. Он состоит из кундальни, медитации и пути любви к себе и всему миру.",60.096046703398464,41.957129298717966
"Translate the following sentence from English to Russian:
Q: With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.
A:","With Kundalini Yoga the Kundalini energy (enlightenment energy) is awakened through yoga postures, breathing exercises, mantras and visualizations.","Энергия кундалини (энергия просветления) в кундалини-йоге пробуждается через позы йоги, дыхательные упражнения, мантры и визуализации.","С помощью Кундальни́йной йоги энергия Кундальни́и (энергия просветления) пробуждается через упражнения на постурах, дыхательные упражнения, мантры и визуализации.",69.17204466091404,51.116607485875015
"Translate the following sentence from English to Russian:
Q: The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.
A:","The center of Tibetan meditation is the Deity Yoga. Through the visualization of various deities the energy channels are cleaned, the chakras are activated and the enlightenment consciousness is created.","Сердцем тибетской медитации считается Йога Божеств. Посредством визуализации разнообразных божеств чистятся энергетические каналы, запускаются чакры и достигается просветлённость сознания.","Центр тибетской медитации — это Дыхательная практика. Через визуализацию различных божеств очищается энергетический канал, активируются чакры и создается сознание просветления.",42.172561988799984,18.537636034095463
"Translate the following sentence from English to Russian:
Q: Germany was a common enemy in World War 2, leading to cooperation between the USSR and USA. With the end of the war the clashes of system, process and culture led to the countries falling out.
A:","Germany was a common enemy in World War 2, leading to cooperation between the USSR and USA. With the end of the war the clashes of system, process and culture led to the countries falling out.","Германия была общим врагом во Второй мировой войне, что привело к сотрудничеству СССР и США. После завершения войны противоречия относительно системы, процесса и культуры привели к раздору между странами.","Германия была общим врагом во время Второй мировой войны, что привело к сотрудничеству между СССР и США. После окончания войны конфликты систем, процессов и культуры привели к разрывам между странами.",69.3819016862334,51.97385065631009
"Translate the following sentence from English to Russian:
Q: With two years of the end of the war, the former allies were now enemies and the Cold War began.
A:","With two years of the end of the war, the former allies were now enemies and the Cold War began.","Через два года после окончания войны бывшие союзники стали врагами, и началась Холодная война.","С двумя годами до конца войны, прежние союзники стали теперь врагами, и началась Холодная война.",60.126557532629676,44.13149824604197
"Translate the following sentence from English to Russian:
Q: It was to last for the next 40 years and would be fought for real, by proxy armies, on battlefields from Africa to Asia, in Afghanistan, Cuba and many other places.
A:","It was to last for the next 40 years and would be fought for real, by proxy armies, on battlefields from Africa to Asia, in Afghanistan, Cuba and many other places.","Ей предстояло продлиться следующие 40 лет. В ней воевали по-настоящему, используя опосредованные армии, на полях сражений от Африки до Азии, в Афганистане, на Кубе и во многих других местах мира.","Это было продолжаться еще 40 лет и будет бороться на самом деле, за прокси-армии, на полях битвы от Африки до Азии, в Афганистане, Кубе и многих других местах.",46.34753430202675,30.04247527808844
"Translate the following sentence from English to Russian:
Q: By September 17, 1939, the Polish defense was already broken, and the only hope was to retreat and reorganise along the Romanian bridgehead.
A:","By September 17, 1939, the Polish defense was already broken, and the only hope was to retreat and reorganise along the Romanian bridgehead.","К 17 сентября 1939 года польская оборона уже была прорвана, и единственной надеждой было отступление и реорганизация вдоль румынского плацдарма.","На 17 сентября 1939 года оборона Польши уже была разрушена, и единственным надеждой было отступление и реорганизация по румынскому залиму.",62.71931762043283,38.44273506132291
"Translate the following sentence from English to Russian:
Q: However, these plans were rendered obsolete nearly overnight, when over 800,000 soldiers from the Soviet's Union Red Army entered and created the Belarussian and Ukrainian fronts after invading the eastern regions of Poland in violation of the Riga Peace Treaty, the Soviet-Polish Non-Aggression Pact, and other international treaties, both bilateral and multilateral.
A:","However, these plans were rendered obsolete nearly overnight, when over 800,000 soldiers from the Soviet's Union Red Army entered and created the Belarussian and Ukrainian fronts after invading the eastern regions of Poland in violation of the Riga Peace Treaty, the Soviet-Polish Non-Aggression Pact, and other international treaties, both bilateral and multilateral.","Однако эти планы стали неактуальны практически за ночь, когда около 800 000 солдат из советской Красной армии образовали Белорусский и Украинский фронты после захвата восточных регионов Польши в нарушение Рижского мирного соглашения, Советско-Польского пакта о ненападении, и других международных соглашений, двусторонних и многосторонних.","Однако эти планы были почти мгновенно отменены, когда более 800 000 солдат из армии Советского Союза, входивших в состав русской армии, вошли в Белоруссийский и украинский фронты после наступления на восточные регионы Польши в нарушение Рижского мира, Северо-запад",41.4310832057071,21.282775067174256
"Translate the following sentence from English to Russian:
Q: Using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans.
A:",Using ships to transport goods is by far the most efficient way to move large amounts of people and goods across oceans.,"Использование кораблей для транспортировки товаров является, безусловно, самым эффективным способом перевозки большого количества людей и грузов через океаны.","Использование судов для перевозки грузов является, пожалуй, самой эффективной способностью перемещать большое количество людей и грузов по морям.",43.71954201008374,17.377208785560804
"Translate the following sentence from English to Russian:
Q: The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods.
A:","The job of navies has traditionally been to ensure that your country maintains the ability to move your people and goods, while at the same time, interfering with your enemy's ability to move his people and goods.","Работа моряков традиционно заключается в том, чтобы обеспечивать способность страны перемещать свои народ и товары, а также одновременно препятствовать возможности врага перемещать свои народ и товары.","Работа флота обычно заключалась в обеспечении того, чтобы ваша страна могла перемещать людей и товары, а также в препятствовании возможности перемещения людей и товаров вашего врага.",42.68836355304008,17.71375174142017
"Translate the following sentence from English to Russian:
Q: One of the most noteworthy recent examples of this was the North Atlantic campaign of WWII. The Americans were trying to move men and materials across the Atlantic Ocean to help Britain.
A:",One of the most noteworthy recent examples of this was the North Atlantic campaign of WWII. The Americans were trying to move men and materials across the Atlantic Ocean to help Britain.,"Одним из наиболее заслуживающих внимания недавних примеров этого была компания в Северной Атлантике в ходе Второй мировой войны. Американцы пытались перевезти людей и материалы через Атлантический океан, чтобы помочь Британии.","Одним из наиболее заметных примеров этого был кампания НАТО во время Второй мировой войны. Американцы пытались перемещать людей и материалы по морю Северного Ледовитого океана, чтобы помочь Великобритании.",55.29335699856509,38.98092188802052
"Translate the following sentence from English to Russian:
Q: At the same time, the German navy, using mainly U-boats, was trying to stop this traffic.
A:","At the same time, the German navy, using mainly U-boats, was trying to stop this traffic.","В это же время немецкий военно-морской флот, используя в основном свои подводные лодки, пытался остановить это движение.","В то же время, германский флот, используя в основном крейсеры-убийцы, пытался остановить этот поток.",51.220469950029944,33.28874626184464
"Translate the following sentence from English to Russian:
Q: Had the Allies failed, Germany probably would have been able to conquer Britain as it had the rest of Europe.
A:","Had the Allies failed, Germany probably would have been able to conquer Britain as it had the rest of Europe.","Если бы антигитлеровская коалиция потерпела неудачу, Германия, скорее всего, смогла бы завоевать Британию так же, как и остальные страны Европы.","Если бы Альянсы не выиграли, Германия могла бы легко уничтожить Великобританию, как и Европу в целом.",28.510898793198443,4.984894916286824
"Translate the following sentence from English to Russian:
Q: Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.
A:","Goats seem to have been first domesticated roughly 10,000 years ago in the Zagros Mountains of Iran.","Козы, по-видимому, впервые были одомашнены около 10 000 лет назад в иранских горах Загрос.","Овцы, по мнению исследователей, были первыми домашними животными, выведеными около 10 000 лет назад в Загросах, в Иране.",43.58026918357625,17.55937147817618
"Translate the following sentence from English to Russian:
Q: Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.
A:","Ancient cultures and tribes began to keep them for easy access to milk, hair, meat, and skins.","Древние культуры и племена начали оставлять их себе, чтобы иметь под рукой молоко, шерсть, мясо и шкуру.","Аристократические культуры и племена начали их хранить для удобного доступа к молоку, волосам, мясу и коже.",37.10882744138615,17.36656782146178
"Translate the following sentence from English to Russian:
Q: Domestic goats were generally kept in herds that wandered on hills or other grazing areas, often tended by goatherds who were frequently children or adolescents, similar to the more widely known shepherd. These methods of herding are still used today.
A:","Domestic goats were generally kept in herds that wandered on hills or other grazing areas, often tended by goatherds who were frequently children or adolescents, similar to the more widely known shepherd. These methods of herding are still used today.","Домашних коз, как правило, держали в стадах, которые бродили по холмам или прочим местам выпаса, за которым зачастую присматривали козопасы, которыми обычно являлись дети или подростки, что похоже на более распространённую деятельность пастуха. Эти методы выпаса используются и по сей день.","Домашние овцы обычно содержались в скоплениях, которые перемещались по склонам или другим местам для кормления, часто ухаживая за ними овощеводы, которые часто были детьми или подростками, что напоминало более известный метод овощеводства. Эти методы овощеводства используются и сегодня.",35.52421243579881,7.556914805699561
"Translate the following sentence from English to Russian:
Q: Wagonways were built in England as early as the 16th Century.
A:",Wagonways were built in England as early as the 16th Century.,Дороги для повозок были построены в Англии ещё в XVI веке.,Вагонные пути были построены в Англии еще в XVI веке.,59.946960632127336,50.09739027094057
"Translate the following sentence from English to Russian:
Q: Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day.
A:","Although wagonways merely consisted of parallel planks of wood, they allowed horses pulling them to achieve greater speeds and pull larger loads than on the slightly more rough roads of the day.","Хотя гужевые дороги представляли собой лишь размещенные параллельно бруски дерева, они давали лошадям возможность перевозить по ним более крупные грузы и с более высокой скоростью, чем по слегка более ухабистым дорогам того времени.","Хотя вагонные пути состояли из параллельных досок дерева, они позволяли лошадям, тащившим их, достигать большей скорости и тяготеть к большему количеству грузов, чем на более ровных дорогах того времени.",33.735659504421946,10.06687040763257
"Translate the following sentence from English to Russian:
Q: Crossties were introduced fairly early to hold the tracks in place. Gradually, however, it was realised that tracks would be more efficient if they had a stip of iron on the top.
A:","Crossties were introduced fairly early to hold the tracks in place. Gradually, however, it was realised that tracks would be more efficient if they had a stip of iron on the top.","Шпалы начали применяться довольно давно для того, чтобы удерживать рельсы на месте. Однако впоследствии стало ясно, что пути были более эффективны при полосе из железа сверху.","Крестовины были введены довольно рано для того, чтобы удерживать пути в строгое положение. Однако, постепенно, было понято, что пути будут более эффективными, если они будут иметь стопу железа на верхней стороне.",45.9039005285091,19.256112630012108
"Translate the following sentence from English to Russian:
Q: This became common practice, but the iron caused more wear on the wooden wheels of the wagons.
A:","This became common practice, but the iron caused more wear on the wooden wheels of the wagons.","Это стало общепринятой практикой, но железо приводило к большему износу деревянных колёс вагонов.","Это стало обычным делом, но железо вызывало больше износа деревянных колес вагонов.",46.451589074986856,25.55134604765215
"Translate the following sentence from English to Russian:
Q: Eventually, wooden wheels were replaced by iron wheels. In 1767, the first full-iron rails were introduced.
A:","Eventually, wooden wheels were replaced by iron wheels. In 1767, the first full-iron rails were introduced.","Со временем деревянные колёса были заменены на железные. В 1767 году появились первые рельсы, сделанные полностью из железа.","В конечном итоге, деревянные колеса были заменены железными. В 1767 году были введены первые полные железные рельсы.",49.15895018616183,31.227841807855494
"Translate the following sentence from English to Russian:
Q: The first known transportation was walking, humans began walking upright two million years ago with the emergence of Homo Erectus (meaning upright man).
A:","The first known transportation was walking, humans began walking upright two million years ago with the emergence of Homo Erectus (meaning upright man).","Первой известной формой транспорта было передвижение на ногах, люди начали ходить прямо два миллиона лет назад с появлением Хомо Эректус   (что значит человек выпрямленный).","Первое известное передвижение было ходьбой, люди начали ходить прямо в два миллиона лет назад с появлением Homo Erectus (значение: прямоходящий человек).",51.645884546300934,32.126577344420575
